workbook,requested_view,twb_file,action_tag,attrs_json
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir ficha de tablero"", ""name"": ""[Action69_ED19DD4DDAE44B869F51D03C1A03DCCE]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action71_67E7C18BDC9A469F8B0E64E8F4CEFFB1]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action73_18E4F076C6B24905A5680E2375A2717B]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action73_31229A6420E0486187F1E4D3F221CE9F]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Resaltar Aperturas"", ""name"": ""[Action73_E32BA9D2A1024735B5C171E1FEA7BC25]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Resaltar Aperturas y Grupos"", ""name"": ""[Action74_11A7CC091FF54458AD10CF5E91EFFBE2]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action74_999CDC3A9CAA4C5691E24C31C9F1B4A3]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action75_A3935C39681F472789DADA401F37D739]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action76_6B049FDC3C514859A46DA39428802947]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action77_29786203F7E94F32A15B58359942D0C4]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Resaltar Caracteristicas"", ""name"": ""[Action77_FFD8DC28F4A24933934A32F9605B0F98]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action78_EBE921CAF37F4B309EB96A5ED5DB8A22]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action79_00D89CD903D145DFAD0573C412355A71]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action79_57AF9C39F0984647960A55ED516B8CC7]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action80_0FA32C7ED398431B81F5F222485A4ADB]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action81_D738BB048C884B3980243E54CED3A868]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action82_8EE4B630853A4B42A152244EA30ED419]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action83_3A0CE62711D04B5A9D199314C015A8E4]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Resaltar Distribución Territorial"", ""name"": ""[Action84_8388D165DF4D4A2AAFF488351BD1B339]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action84_89EDF077D0334B089C9652818F5FBFDA]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Limpiar Filtros Caracteristicas"", ""name"": ""[Action85_09B3E13AFA994020A17F7288DCD5E65E]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action87_E609064812664B048841C4B67F77E84E]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Limpiar Filtros Evolución Temporal"", ""name"": ""[Action88_13A7663BA9A74EEFB5670759A5FC9E12]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Limpiar Filtros Disribución Territorial"", ""name"": ""[Action91_E6DDBFEF956947DCBBED04DD16C1CDC1]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,action,"{""caption"": ""Limpiar Filtros Cruces Relevantes"", ""name"": ""[Action94_57EDD27C4E5F43BD9B42176F0E9BF3C5]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,datasources,{}
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,datasource-dependencies,"{""datasource"": ""federated.0qiz8oi1sb3cd813zi06q01yhyh5""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Serie Temporal\"""", ""name"": ""[Action62_955C08AEF10C4D53B6C5D39615769087]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Aperturas\"""", ""name"": ""[Action63_4450420B13C744FF90BD0FDD76DE3833]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Distribuciones\"""", ""name"": ""[Action64_815F9F4475DB4DDDA0810CFD08041E80]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Mapa\"""", ""name"": ""[Action65_2FB6D274B8DC46F9B9604AED40715C6C]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Aperturas\"""", ""name"": ""[Action71_D6400A8B21B44DB082B0C3D0C8E48FB4]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Distribuciones\"""", ""name"": ""[Action73_5AB8E30009484E4291E4C5CB0B6E9C45]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Serie Temporal\"""", ""name"": ""[Action74_F9DD9AACAA0D442A8E00D2C1118DD823]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Distribuciones\"""", ""name"": ""[Action75_8F547391415E44D9801F7A61735EF2A7]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Serie Temporal\"""", ""name"": ""[Action76_23F9A21CD5A6446FB9F17A8D8CAAFC42]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Aperturas\"""", ""name"": ""[Action80_3E7DE351771C41FABB6314C05B72C0B9]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Mapa\"""", ""name"": ""[Action80_D6F8556DEADF468197277ADB54BEE04C]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Mapa\"""", ""name"": ""[Action81_1DB4F5DCA90545CAB2456A2DF47E22BF]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Mapa\"""", ""name"": ""[Action81_4C190781C3F3404D960C55A3DA7F6633]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Aperturas\"""", ""name"": ""[Action82_4D5E6355ECA440EDA9E54E2F8C8EAEC1]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Serie Temporal\"""", ""name"": ""[Action82_9EEA22A6F478495FB602B1E519F9D324]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,nav-action,"{""caption"": ""Ir a \""DHB Distribuciones\"""", ""name"": ""[Action85_D4EBBF7C69174331A9E52EB0ACB26D57]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_cruces_relevantes a TRUE"", ""name"": ""[Action107_857CEB9F55EE49B18F9D6414ABB1F59A]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro \""Mostrar indicadores\"""", ""name"": ""[Action61_E0B125AE569C4507B52A37B3BD48E6A8]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro \""Mostrar indicadores\"""", ""name"": ""[Action67_0F10B5DE880B4E9BB1A75C7594D535EA]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Distribuciones\"""", ""name"": ""[Action69_5A7A0BC0E8074F7184DA46CEAB941C57]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro \""Mostrar indicadores\"""", ""name"": ""[Action70_8710F44266F6419C87842BDAC1CA6809]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Distribuciones\"""", ""name"": ""[Action72_5FEECE8ED1C34CC48CE62BA4B8AB2CEC]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Mapa\"""", ""name"": ""[Action74_CDA715690A264A6291FC2F371260F9F5]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Distribuciones\"""", ""name"": ""[Action75_36DC66038CEF4168ADA8319DEFA48C31]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Serie Temporal\"""", ""name"": ""[Action75_B483F79A49794BE8ABAD0AFF3D7B29E4]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Serie Temporal\"""", ""name"": ""[Action76_1DFB0E434E7B4398B817519257133E85]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Aperturas y Grupos\"""", ""name"": ""[Action77_23AC4511A572412E924454639D32B721]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Serie Temporal\"""", ""name"": ""[Action78_8DF7DA98D593462CAE51618F02921235]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Aperturas y Grupos\"""", ""name"": ""[Action78_AFA8A97918E148BE88305342EF0D922E]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Distribuciones\"""", ""name"": ""[Action79_581CFA465B9F4E60A237076047635236]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Aperturas y Grupos\"""", ""name"": ""[Action79_EF7987BE666D410DB3F0067C84837E6A]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Mapa\"""", ""name"": ""[Action80_74DD06703F2B4F47A6D9EDCE5A158D90]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Aperturas y Grupos\"""", ""name"": ""[Action81_FAFD1A080C304D33B7C4454DFBE234F7]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Mapa\"""", ""name"": ""[Action82_24A4FFA2B6114627B68CA2EF79E80520]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Mapa\"""", ""name"": ""[Action83_12C882B798C64DA5919F58E2F7CCADA4]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro \""Mostrar indicadores\"""", ""name"": ""[Action84_CD27FE4106414B88934766329605D7B3]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET Parámetro gráfico \""Serie Temporal\"""", ""name"": ""[Action86_FB5BE627EABA47159601AF37A803B2F4]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_caracteristicas a FALSE - BTN Limpiar Filtros"", ""name"": ""[Action87_03C0706613CD4CDF849795006EF4DA4B]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_caracteristicas a TRUE"", ""name"": ""[Action87_77B1F378F67A49B183D29795FA88D3FA]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_cruces_relevantes a FALSE - BTN Limpiar Filtros"", ""name"": ""[Action89_35985F6E4B97497490DF5DE3DF86EA97]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_evol_temporal a FALSE - BTN Limpiar Filtros"", ""name"": ""[Action92_5738C6F2B6174711A34AC65D8EA8BC3C]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_evol_temporal a TRUE"", ""name"": ""[Action93_BF6985021AAF4701A403F2FC3F13728D]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_dist_territorial a TRUE"", ""name"": ""[Action95_709FC18348AC4519A764DC6CC6B8A50D]""}"
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,edit-parameter-action,"{""caption"": ""SET p_ver_graficos_dist_territorial a FALSE - BTN Limpiar Filtros"", ""name"": ""[Action96_CF861296DA8F43FDADAF5EE02E4AB7CF]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Email de Contacto"", ""name"": ""[Action115_0054B06EBFA943F6910189C6597C69EF]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action58_26FD83D870AD4219921C118D9EC00DC3]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Hipervínculo1"", ""name"": ""[Action61_782071EF7B7F48599E3FFD6071AB9AB2]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Hipervínculo1 1"", ""name"": ""[Action62_DD785F7AC17241AABC3B29FAC64B3BEB]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir ficha de tablero"", ""name"": ""[Action66_3A07CE108C56479382BBF2D4C06DA00B]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir documento metodológico"", ""name"": ""[Action66_9062CB6701D844B99160035AD2C29773]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir ficha de tablero"", ""name"": ""[Action67_D3B595B0CBE54EC1AEC0F52DD7A765F3]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir ficha de tablero"", ""name"": ""[Action68_3C3966E39AC84077AAA651AFBCFEA9C6]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir ficha de tablero"", ""name"": ""[Action69_ED19DD4DDAE44B869F51D03C1A03DCCE]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action71_67E7C18BDC9A469F8B0E64E8F4CEFFB1]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action73_18E4F076C6B24905A5680E2375A2717B]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action73_31229A6420E0486187F1E4D3F221CE9F]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Resaltar Aperturas"", ""name"": ""[Action73_E32BA9D2A1024735B5C171E1FEA7BC25]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Resaltar Aperturas y Grupos"", ""name"": ""[Action74_11A7CC091FF54458AD10CF5E91EFFBE2]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action74_999CDC3A9CAA4C5691E24C31C9F1B4A3]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action75_A3935C39681F472789DADA401F37D739]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir instructivo de navegación"", ""name"": ""[Action76_6B049FDC3C514859A46DA39428802947]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action77_29786203F7E94F32A15B58359942D0C4]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Resaltar Caracteristicas"", ""name"": ""[Action77_FFD8DC28F4A24933934A32F9605B0F98]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action78_EBE921CAF37F4B309EB96A5ED5DB8A22]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action79_00D89CD903D145DFAD0573C412355A71]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action79_57AF9C39F0984647960A55ED516B8CC7]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Doc Técnico Tablero"", ""name"": ""[Action80_0FA32C7ED398431B81F5F222485A4ADB]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action81_D738BB048C884B3980243E54CED3A868]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action82_8EE4B630853A4B42A152244EA30ED419]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action83_3A0CE62711D04B5A9D199314C015A8E4]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Resaltar Distribución Territorial"", ""name"": ""[Action84_8388D165DF4D4A2AAFF488351BD1B339]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Reporte Tablero"", ""name"": ""[Action84_89EDF077D0334B089C9652818F5FBFDA]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Limpiar Filtros Caracteristicas"", ""name"": ""[Action85_09B3E13AFA994020A17F7288DCD5E65E]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Abrir Ficha de Indicador en Navegador"", ""name"": ""[Action87_E609064812664B048841C4B67F77E84E]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Limpiar Filtros Evolución Temporal"", ""name"": ""[Action88_13A7663BA9A74EEFB5670759A5FC9E12]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Limpiar Filtros Disribución Territorial"", ""name"": ""[Action91_E6DDBFEF956947DCBBED04DD16C1CDC1]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,action,"{""caption"": ""Limpiar Filtros Cruces Relevantes"", ""name"": ""[Action94_57EDD27C4E5F43BD9B42176F0E9BF3C5]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,datasources,{}
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,datasource-dependencies,"{""datasource"": ""federated.0qiz8oi1sb3cd813zi06q01yhyh5""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,nav-action,"{""caption"": ""Ir a \""DHB Serie Temporal\"""", ""name"": ""[Action62_955C08AEF10C4D53B6C5D39615769087]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,nav-action,"{""caption"": ""Ir a \""DHB Aperturas\"""", ""name"": ""[Action63_4450420B13C744FF90BD0FDD76DE3833]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,nav-action,"{""caption"": ""Ir a \""DHB Distribuciones\"""", ""name"": ""[Action64_815F9F4475DB4DDDA0810CFD08041E80]""}"
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,nav-action,"{""caption"": ""Ir a \""DHB Mapa\"""", ""name"": ""[Action65_2FB6D274B8DC46F9B9604AED40715C6C]""}"
